transaction_id,transaction_date,transaction_amount,transaction_type,merchant_id,mcc,merchant_category,merchant_size,merchant_monthly_upi_receipts,merchant_region,payer_bank,acquirer_bank,transaction_status,upi_app,policy_version,source_type
TX00000092,2026-10-22,219.13,P2M,M10466,5732,Electronics,Small,44336.46,Central,HDFC Bank,ICICI Bank,Success,Paytm,MDR_2026,Synthetic_Calibrated
TX00000093,2026-10-27,385.48,P2P,None,None,None,None,,Central,IndusInd Bank,Axis Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00000094,2026-10-23,120.12,P2M,M08536,5999,Other Retail,Medium,665161.45,North,Axis Bank,HDFC Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00000095,2026-10-27,3034.5,P2P,None,None,None,None,,North,IndusInd Bank,ICICI Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00000096,2026-10-18,1242.83,P2P,None,None,None,None,,South,HDFC Bank,ICICI Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00000097,2026-10-25,1790.95,P2M,M02845,5411,Grocery,Small,27009.48,West,HDFC Bank,ICICI Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00000098,2026-10-25,1761.81,P2P,None,None,None,None,,North,Kotak Mahindra Bank,SBI,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00000099,2026-10-23,299.87,P2M,M09181,5732,Electronics,Small,52476.31,East,SBI,SBI,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00000100,2026-10-25,1224.45,P2P,None,None,None,None,,South,ICICI Bank,Kotak Mahindra Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00000101,2026-10-16,376.33,P2M,M07955,5411,Grocery,Small,15302.32,South,Axis Bank,Axis Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00000102,2026-10-16,104.8,P2M,M01008,5541,Fuel,Medium,955641.47,North,Kotak Mahindra Bank,SBI,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00000103,2026-10-31,299.61,P2M,M01720,5812,Restaurant,Medium,871662.72,East,Axis Bank,HDFC Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00000104,2026-10-28,281.95,P2M,M05093,5812,Restaurant,Small,12450.12,North,IndusInd Bank,SBI,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00000105,2026-10-28,2859.94,P2P,None,None,None,None,,Central,SBI,HDFC Bank,Success,Paytm,MDR_2026,Synthetic_Calibrated
TX00000106,2026-10-28,336.67,P2M,M11814,5814,Fast Food,Medium,907202.77,East,HDFC Bank,ICICI Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00000107,2026-10-25,421.29,P2M,M10238,5311,Department Stores,Small,65749.86,West,SBI,SBI,Success,Paytm,MDR_2026,Synthetic_Calibrated
TX00000108,2026-10-19,156.01,P2M,M01051,5999,Other Retail,Small,91189.44,West,Kotak Mahindra Bank,IndusInd Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00000109,2026-10-15,4598.61,P2P,None,None,None,None,,South,Axis Bank,IndusInd Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00000110,2026-10-23,391.37,P2M,M03002,4814,Telecom,Small,80019.24,West,ICICI Bank,SBI,Success,Paytm,MDR_2026,Synthetic_Calibrated
TX00000111,2026-10-28,721.16,P2P,None,None,None,None,,Central,HDFC Bank,HDFC Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00000112,2026-10-26,305.93,P2M,M05151,5541,Fuel,Small,57374.31,North,Kotak Mahindra Bank,IndusInd Bank,Success,Paytm,MDR_2026,Synthetic_Calibrated
TX00000113,2026-10-15,352.95,P2M,M02747,5732,Electronics,Small,11569.86,South,Axis Bank,Kotak Mahindra Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00000114,2026-10-21,56.02,P2M,M09620,5311,Department Stores,Medium,559315.35,East,Axis Bank,HDFC Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00000115,2026-10-24,1080.98,P2M,M06528,5411,Grocery,Medium,745260.19,Central,ICICI Bank,IndusInd Bank,Success,BHIM,MDR_2026,Synthetic_Calibrated
TX00000116,2026-10-26,235.68,P2M,M00793,5812,Restaurant,Small,10201.56,South,ICICI Bank,SBI,Success,Other,MDR_2026,Synthetic_Calibrated
TX00000117,2026-10-30,528.33,P2P,None,None,None,None,,West,HDFC Bank,IndusInd Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00000118,2026-10-26,251.23,P2M,M09049,5411,Grocery,Large,8152469.23,North,Axis Bank,SBI,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00000119,2026-10-26,11576.51,P2P,None,None,None,None,,West,SBI,HDFC Bank,Success,Paytm,MDR_2026,Synthetic_Calibrated
TX00000120,2026-10-15,438.53,P2M,M06119,5732,Electronics,Small,69475.41,Central,IndusInd Bank,SBI,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00000121,2026-10-20,272.15,P2M,M10190,5999,Other Retail,Medium,571175.9,West,Axis Bank,Axis Bank,Success,Other,MDR_2026,Synthetic_Calibrated
TX00000122,2026-10-31,404.39,P2M,M09282,5812,Restaurant,Small,31115.31,West,IndusInd Bank,Kotak Mahindra Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00000123,2026-10-24,273.86,P2M,M02565,5814,Fast Food,Small,80168.41,North,SBI,SBI,Success,Paytm,MDR_2026,Synthetic_Calibrated
TX00000124,2026-10-27,248.14,P2M,M07879,6211,Capital Markets,Small,57681.82,East,Axis Bank,HDFC Bank,Success,BHIM,MDR_2026,Synthetic_Calibrated
TX00000125,2026-10-16,123.36,P2M,M08819,5411,Grocery,Small,25899.69,East,ICICI Bank,ICICI Bank,Failed,Paytm,MDR_2026,Synthetic_Calibrated
TX00000126,2026-10-19,290.21,P2M,M02054,5812,Restaurant,Small,58907.92,South,Kotak Mahindra Bank,Axis Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00000127,2026-10-17,1840.06,P2P,None,None,None,None,,North,HDFC Bank,ICICI Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00000128,2026-10-23,1244.06,P2P,None,None,None,None,,East,HDFC Bank,SBI,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00000129,2026-10-22,2101.02,P2P,None,None,None,None,,North,IndusInd Bank,HDFC Bank,Success,Paytm,MDR_2026,Synthetic_Calibrated
TX00000130,2026-10-19,54.05,P2M,M05739,5411,Grocery,Small,60714.05,East,HDFC Bank,HDFC Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00000131,2026-10-21,393.49,P2P,None,None,None,None,,South,ICICI Bank,IndusInd Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00000132,2026-10-26,1600.78,P2P,None,None,None,None,,Central,ICICI Bank,Kotak Mahindra Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00000133,2026-10-26,81.39,P2M,M06987,5814,Fast Food,Small,96283.39,East,HDFC Bank,Axis Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00000134,2026-10-26,87.82,P2M,M02328,5999,Other Retail,Small,27172.51,West,Axis Bank,IndusInd Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00000135,2026-10-23,310.22,P2M,M04656,4814,Telecom,Medium,938017.89,North,ICICI Bank,Kotak Mahindra Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00000136,2026-10-31,270.15,P2M,M05726,5999,Other Retail,Small,49056.07,West,Kotak Mahindra Bank,ICICI Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00000137,2026-10-19,5812.81,P2P,None,None,None,None,,West,Kotak Mahindra Bank,Axis Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00000138,2026-10-19,3551.94,P2P,None,None,None,None,,South,SBI,Kotak Mahindra Bank,Success,Paytm,MDR_2026,Synthetic_Calibrated
TX00000139,2026-10-16,1532.68,P2M,M11828,4814,Telecom,Medium,950162.86,North,Kotak Mahindra Bank,ICICI Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00000140,2026-10-21,228.65,P2M,M00149,5812,Restaurant,Large,7409241.24,West,SBI,ICICI Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00000141,2026-10-29,348.2,P2M,M06495,5541,Fuel,Small,62913.28,West,SBI,Axis Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00000142,2026-10-20,498.13,P2M,M06686,5999,Other Retail,Small,97683.47,West,IndusInd Bank,ICICI Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00000143,2026-10-16,1937.83,P2P,None,None,None,None,,East,Kotak Mahindra Bank,Axis Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00000144,2026-10-22,3343.88,P2P,None,None,None,None,,South,ICICI Bank,ICICI Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00000145,2026-10-28,106.71,P2M,M08569,5999,Other Retail,Small,53857.4,East,HDFC Bank,IndusInd Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00000146,2026-10-29,274.27,P2M,M07575,5411,Grocery,Small,22062.66,South,SBI,IndusInd Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00000147,2026-10-24,106.92,P2M,M07663,4814,Telecom,Small,19390.38,West,Kotak Mahindra Bank,SBI,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00000148,2026-10-25,883.97,P2P,None,None,None,None,,South,IndusInd Bank,SBI,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00000149,2026-10-22,1710.4,P2M,M09996,5999,Other Retail,Small,32557.18,North,Kotak Mahindra Bank,ICICI Bank,Success,Other,MDR_2026,Synthetic_Calibrated
TX00000150,2026-10-19,4127.37,P2P,None,None,None,None,,North,HDFC Bank,Axis Bank,Success,BHIM,MDR_2026,Synthetic_Calibrated
TX00000151,2026-10-20,1548.64,P2P,None,None,None,None,,East,ICICI Bank,Axis Bank,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00000152,2026-10-31,111.47,P2M,M05222,5411,Grocery,Small,68386.54,East,IndusInd Bank,IndusInd Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00000153,2026-10-31,497.4,P2M,M03159,5311,Department Stores,Small,61259.1,Central,HDFC Bank,HDFC Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00000154,2026-10-28,469.77,P2M,M06661,5812,Restaurant,Small,13765.72,South,Kotak Mahindra Bank,HDFC Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00000155,2026-10-17,622.93,P2P,None,None,None,None,,East,IndusInd Bank,SBI,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00000156,2026-10-19,236.99,P2M,M01860,6211,Capital Markets,Large,3118192.78,South,IndusInd Bank,ICICI Bank,Reversed,Google Pay,MDR_2026,Synthetic_Calibrated
TX00000157,2026-10-25,666.44,P2P,None,None,None,None,,Central,IndusInd Bank,HDFC Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00000158,2026-10-19,789.13,P2M,M08510,5999,Other Retail,Small,43666.03,Central,ICICI Bank,SBI,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00000159,2026-10-24,310.5,P2M,M09608,5311,Department Stores,Large,7580165.34,West,Kotak Mahindra Bank,SBI,Success,PhonePe,MDR_2026,Synthetic_Calibrated
TX00000160,2026-10-19,680.71,P2M,M00999,5411,Grocery,Large,3736417.7,North,SBI,SBI,Success,Paytm,MDR_2026,Synthetic_Calibrated
TX00000161,2026-10-25,498.04,P2M,M10814,5814,Fast Food,Medium,666093.2,Central,ICICI Bank,HDFC Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00000162,2026-10-21,5438.77,P2M,M11420,5541,Fuel,Large,5599269.37,South,IndusInd Bank,HDFC Bank,Success,Paytm,MDR_2026,Synthetic_Calibrated
TX00000163,2026-10-15,462.1,P2M,M02684,5814,Fast Food,Large,5949767.92,South,IndusInd Bank,HDFC Bank,Success,Google Pay,MDR_2026,Synthetic_Calibrated
TX00000164,2026-10-18,1191.53,P2M,M08361,5311,Department Stores,Small,69640.2,West,Kotak Mahindra Bank,HDFC Bank,Success,Paytm,MDR_2026,Synthetic_Calibrated
